Datetime,FE_MW
2014-10-25 01:00:00,6072.0
2014-10-25 02:00:00,5857.0
2014-10-25 03:00:00,5740.0
2014-10-25 04:00:00,5589.0
2014-10-25 05:00:00,5696.0
2014-10-25 06:00:00,5872.0
2014-10-25 07:00:00,6203.0
2014-10-25 08:00:00,6588.0
2014-10-25 09:00:00,6766.0
2014-10-25 10:00:00,6858.0
2014-10-25 11:00:00,6900.0
2014-10-25 12:00:00,6845.0
2014-10-25 13:00:00,6766.0
2014-10-25 14:00:00,6720.0
2014-10-25 15:00:00,6697.0
2014-10-25 16:00:00,6574.0
2014-10-25 17:00:00,6550.0
2014-10-25 18:00:00,6578.0
2014-10-25 19:00:00,6728.0
2014-10-25 20:00:00,7009.0
2014-10-25 21:00:00,6939.0
2014-10-25 22:00:00,6738.0
2014-10-25 23:00:00,6431.0
2014-10-25 00:00:00,6492.0
