Datetime,FE_MW
2013-10-26 01:00:00,6521.0
2013-10-26 02:00:00,6338.0
2013-10-26 03:00:00,6208.0
2013-10-26 04:00:00,6136.0
2013-10-26 05:00:00,6174.0
2013-10-26 06:00:00,6324.0
2013-10-26 07:00:00,6678.0
2013-10-26 08:00:00,6979.0
2013-10-26 09:00:00,7159.0
2013-10-26 10:00:00,7427.0
2013-10-26 11:00:00,7547.0
2013-10-26 12:00:00,7528.0
2013-10-26 13:00:00,7497.0
2013-10-26 14:00:00,7453.0
2013-10-26 15:00:00,7310.0
2013-10-26 16:00:00,7250.0
2013-10-26 17:00:00,7287.0
2013-10-26 18:00:00,7247.0
2013-10-26 19:00:00,7491.0
2013-10-26 20:00:00,7564.0
2013-10-26 21:00:00,7489.0
2013-10-26 22:00:00,7254.0
2013-10-26 23:00:00,6932.0
2013-10-26 00:00:00,6855.0
