Datetime,FE_MW
2015-03-01 01:00:00,7759.0
2015-03-01 02:00:00,7564.0
2015-03-01 03:00:00,7494.0
2015-03-01 04:00:00,7431.0
2015-03-01 05:00:00,7448.0
2015-03-01 06:00:00,7471.0
2015-03-01 07:00:00,7609.0
2015-03-01 08:00:00,7668.0
2015-03-01 09:00:00,7824.0
2015-03-01 10:00:00,8021.0
2015-03-01 11:00:00,8154.0
2015-03-01 12:00:00,8115.0
2015-03-01 13:00:00,8128.0
2015-03-01 14:00:00,8127.0
2015-03-01 15:00:00,8117.0
2015-03-01 16:00:00,8127.0
2015-03-01 17:00:00,8205.0
2015-03-01 18:00:00,8347.0
2015-03-01 19:00:00,8732.0
2015-03-01 20:00:00,8912.0
2015-03-01 21:00:00,8804.0
2015-03-01 22:00:00,8499.0
2015-03-01 23:00:00,8222.0
2015-03-01 00:00:00,7984.0
