Datetime,FE_MW
2018-04-29 01:00:00,6242.0
2018-04-29 02:00:00,6099.0
2018-04-29 03:00:00,5991.0
2018-04-29 04:00:00,5974.0
2018-04-29 05:00:00,5925.0
2018-04-29 06:00:00,6082.0
2018-04-29 07:00:00,6177.0
2018-04-29 08:00:00,6290.0
2018-04-29 09:00:00,6535.0
2018-04-29 10:00:00,6675.0
2018-04-29 11:00:00,6740.0
2018-04-29 12:00:00,6564.0
2018-04-29 13:00:00,6510.0
2018-04-29 14:00:00,6400.0
2018-04-29 15:00:00,6346.0
2018-04-29 16:00:00,6218.0
2018-04-29 17:00:00,6195.0
2018-04-29 18:00:00,6235.0
2018-04-29 19:00:00,6239.0
2018-04-29 20:00:00,6325.0
2018-04-29 21:00:00,6696.0
2018-04-29 22:00:00,6814.0
2018-04-29 23:00:00,6581.0
2018-04-29 00:00:00,6450.0
