Datetime,FE_MW
2014-11-29 01:00:00,6934.0
2014-11-29 02:00:00,6738.0
2014-11-29 03:00:00,6612.0
2014-11-29 04:00:00,6606.0
2014-11-29 05:00:00,6561.0
2014-11-29 06:00:00,6658.0
2014-11-29 07:00:00,6920.0
2014-11-29 08:00:00,7181.0
2014-11-29 09:00:00,7383.0
2014-11-29 10:00:00,7569.0
2014-11-29 11:00:00,7600.0
2014-11-29 12:00:00,7570.0
2014-11-29 13:00:00,7338.0
2014-11-29 14:00:00,7219.0
2014-11-29 15:00:00,7096.0
2014-11-29 16:00:00,7060.0
2014-11-29 17:00:00,7340.0
2014-11-29 18:00:00,7894.0
2014-11-29 19:00:00,7819.0
2014-11-29 20:00:00,7695.0
2014-11-29 21:00:00,7532.0
2014-11-29 22:00:00,7321.0
2014-11-29 23:00:00,6993.0
2014-11-29 00:00:00,7268.0
