Datetime,FE_MW
2011-09-23 01:00:00,6554.0
2011-09-23 02:00:00,6353.0
2011-09-23 03:00:00,6177.0
2011-09-23 04:00:00,6112.0
2011-09-23 05:00:00,6179.0
2011-09-23 06:00:00,6473.0
2011-09-23 07:00:00,7076.0
2011-09-23 08:00:00,7604.0
2011-09-23 09:00:00,7761.0
2011-09-23 10:00:00,7928.0
2011-09-23 11:00:00,8115.0
2011-09-23 12:00:00,8076.0
2011-09-23 13:00:00,8077.0
2011-09-23 14:00:00,8029.0
2011-09-23 15:00:00,7936.0
2011-09-23 16:00:00,7777.0
2011-09-23 17:00:00,7607.0
2011-09-23 18:00:00,7467.0
2011-09-23 19:00:00,7337.0
2011-09-23 20:00:00,7490.0
2011-09-23 21:00:00,7489.0
2011-09-23 22:00:00,7313.0
2011-09-23 23:00:00,6847.0
2011-09-23 00:00:00,6844.0
