Datetime,FE_MW
2014-07-24 01:00:00,6919.0
2014-07-24 02:00:00,6595.0
2014-07-24 03:00:00,6386.0
2014-07-24 04:00:00,6261.0
2014-07-24 05:00:00,6287.0
2014-07-24 06:00:00,6500.0
2014-07-24 07:00:00,6935.0
2014-07-24 08:00:00,7362.0
2014-07-24 09:00:00,7788.0
2014-07-24 10:00:00,8161.0
2014-07-24 11:00:00,8431.0
2014-07-24 12:00:00,8574.0
2014-07-24 13:00:00,8685.0
2014-07-24 14:00:00,8819.0
2014-07-24 15:00:00,8824.0
2014-07-24 16:00:00,8791.0
2014-07-24 17:00:00,8775.0
2014-07-24 18:00:00,8753.0
2014-07-24 19:00:00,8612.0
2014-07-24 20:00:00,8394.0
2014-07-24 21:00:00,8144.0
2014-07-24 22:00:00,8185.0
2014-07-24 23:00:00,7771.0
2014-07-24 00:00:00,7399.0
