Datetime,FE_MW
2016-09-09 01:00:00,8263.0
2016-09-09 02:00:00,7856.0
2016-09-09 03:00:00,7607.0
2016-09-09 04:00:00,7439.0
2016-09-09 05:00:00,7517.0
2016-09-09 06:00:00,7850.0
2016-09-09 07:00:00,8575.0
2016-09-09 08:00:00,8957.0
2016-09-09 09:00:00,9252.0
2016-09-09 10:00:00,9580.0
2016-09-09 11:00:00,9905.0
2016-09-09 12:00:00,10297.0
2016-09-09 13:00:00,10654.0
2016-09-09 14:00:00,11082.0
2016-09-09 15:00:00,11363.0
2016-09-09 16:00:00,11515.0
2016-09-09 17:00:00,11522.0
2016-09-09 18:00:00,11216.0
2016-09-09 19:00:00,10723.0
2016-09-09 20:00:00,10189.0
2016-09-09 21:00:00,10073.0
2016-09-09 22:00:00,9636.0
2016-09-09 23:00:00,8995.0
2016-09-09 00:00:00,8789.0
