Datetime,FE_MW
2014-01-30 01:00:00,9039.0
2014-01-30 02:00:00,8917.0
2014-01-30 03:00:00,8865.0
2014-01-30 04:00:00,8796.0
2014-01-30 05:00:00,8913.0
2014-01-30 06:00:00,9286.0
2014-01-30 07:00:00,9985.0
2014-01-30 08:00:00,10238.0
2014-01-30 09:00:00,10194.0
2014-01-30 10:00:00,10078.0
2014-01-30 11:00:00,9951.0
2014-01-30 12:00:00,9731.0
2014-01-30 13:00:00,9665.0
2014-01-30 14:00:00,9637.0
2014-01-30 15:00:00,9596.0
2014-01-30 16:00:00,9577.0
2014-01-30 17:00:00,9594.0
2014-01-30 18:00:00,9848.0
2014-01-30 19:00:00,10211.0
2014-01-30 20:00:00,10146.0
2014-01-30 21:00:00,9959.0
2014-01-30 22:00:00,9571.0
2014-01-30 23:00:00,9021.0
2014-01-30 00:00:00,9351.0
