Datetime,FE_MW
2015-09-30 01:00:00,6419.0
2015-09-30 02:00:00,6176.0
2015-09-30 03:00:00,6045.0
2015-09-30 04:00:00,5983.0
2015-09-30 05:00:00,6033.0
2015-09-30 06:00:00,6378.0
2015-09-30 07:00:00,7038.0
2015-09-30 08:00:00,7477.0
2015-09-30 09:00:00,7566.0
2015-09-30 10:00:00,7714.0
2015-09-30 11:00:00,7876.0
2015-09-30 12:00:00,7863.0
2015-09-30 13:00:00,7848.0
2015-09-30 14:00:00,7884.0
2015-09-30 15:00:00,7794.0
2015-09-30 16:00:00,7673.0
2015-09-30 17:00:00,7615.0
2015-09-30 18:00:00,7462.0
2015-09-30 19:00:00,7372.0
2015-09-30 20:00:00,7606.0
2015-09-30 21:00:00,7742.0
2015-09-30 22:00:00,7450.0
2015-09-30 23:00:00,6952.0
2015-09-30 00:00:00,6832.0
