Datetime,FE_MW
2012-06-13 01:00:00,7058.0
2012-06-13 02:00:00,6668.0
2012-06-13 03:00:00,6393.0
2012-06-13 04:00:00,6220.0
2012-06-13 05:00:00,6221.0
2012-06-13 06:00:00,6459.0
2012-06-13 07:00:00,6787.0
2012-06-13 08:00:00,7243.0
2012-06-13 09:00:00,7679.0
2012-06-13 10:00:00,7959.0
2012-06-13 11:00:00,8199.0
2012-06-13 12:00:00,8281.0
2012-06-13 13:00:00,8393.0
2012-06-13 14:00:00,8519.0
2012-06-13 15:00:00,8502.0
2012-06-13 16:00:00,8465.0
2012-06-13 17:00:00,8428.0
2012-06-13 18:00:00,8379.0
2012-06-13 19:00:00,8223.0
2012-06-13 20:00:00,8050.0
2012-06-13 21:00:00,7829.0
2012-06-13 22:00:00,7940.0
2012-06-13 23:00:00,7585.0
2012-06-13 00:00:00,7735.0
