Datetime,FE_MW
2014-03-01 01:00:00,8121.0
2014-03-01 02:00:00,7920.0
2014-03-01 03:00:00,7851.0
2014-03-01 04:00:00,7765.0
2014-03-01 05:00:00,7782.0
2014-03-01 06:00:00,7955.0
2014-03-01 07:00:00,8149.0
2014-03-01 08:00:00,8282.0
2014-03-01 09:00:00,8521.0
2014-03-01 10:00:00,8601.0
2014-03-01 11:00:00,8543.0
2014-03-01 12:00:00,8429.0
2014-03-01 13:00:00,8251.0
2014-03-01 14:00:00,7994.0
2014-03-01 15:00:00,7843.0
2014-03-01 16:00:00,7770.0
2014-03-01 17:00:00,7834.0
2014-03-01 18:00:00,8077.0
2014-03-01 19:00:00,8480.0
2014-03-01 20:00:00,8587.0
2014-03-01 21:00:00,8448.0
2014-03-01 22:00:00,8232.0
2014-03-01 23:00:00,7997.0
2014-03-01 00:00:00,8464.0
