Datetime,FE_MW
2012-06-08 01:00:00,6691.0
2012-06-08 02:00:00,6362.0
2012-06-08 03:00:00,6109.0
2012-06-08 04:00:00,5947.0
2012-06-08 05:00:00,6076.0
2012-06-08 06:00:00,6327.0
2012-06-08 07:00:00,6701.0
2012-06-08 08:00:00,7240.0
2012-06-08 09:00:00,7793.0
2012-06-08 10:00:00,8198.0
2012-06-08 11:00:00,8561.0
2012-06-08 12:00:00,8834.0
2012-06-08 13:00:00,8927.0
2012-06-08 14:00:00,9089.0
2012-06-08 15:00:00,9130.0
2012-06-08 16:00:00,9092.0
2012-06-08 17:00:00,9200.0
2012-06-08 18:00:00,9108.0
2012-06-08 19:00:00,8926.0
2012-06-08 20:00:00,8686.0
2012-06-08 21:00:00,8397.0
2012-06-08 22:00:00,8366.0
2012-06-08 23:00:00,7895.0
2012-06-08 00:00:00,7204.0
