Datetime,FE_MW
2012-11-29 01:00:00,7296.0
2012-11-29 02:00:00,7140.0
2012-11-29 03:00:00,7017.0
2012-11-29 04:00:00,7013.0
2012-11-29 05:00:00,7182.0
2012-11-29 06:00:00,7564.0
2012-11-29 07:00:00,8374.0
2012-11-29 08:00:00,8835.0
2012-11-29 09:00:00,8805.0
2012-11-29 10:00:00,8674.0
2012-11-29 11:00:00,8589.0
2012-11-29 12:00:00,8454.0
2012-11-29 13:00:00,8263.0
2012-11-29 14:00:00,8227.0
2012-11-29 15:00:00,8076.0
2012-11-29 16:00:00,7999.0
2012-11-29 17:00:00,8133.0
2012-11-29 18:00:00,8803.0
2012-11-29 19:00:00,8978.0
2012-11-29 20:00:00,8961.0
2012-11-29 21:00:00,8854.0
2012-11-29 22:00:00,8582.0
2012-11-29 23:00:00,8069.0
2012-11-29 00:00:00,7622.0
