Datetime,FE_MW
2012-06-27 01:00:00,6812.0
2012-06-27 02:00:00,6483.0
2012-06-27 03:00:00,6333.0
2012-06-27 04:00:00,6167.0
2012-06-27 05:00:00,6165.0
2012-06-27 06:00:00,6392.0
2012-06-27 07:00:00,6773.0
2012-06-27 08:00:00,7342.0
2012-06-27 09:00:00,7855.0
2012-06-27 10:00:00,8315.0
2012-06-27 11:00:00,8761.0
2012-06-27 12:00:00,9026.0
2012-06-27 13:00:00,9248.0
2012-06-27 14:00:00,9596.0
2012-06-27 15:00:00,9776.0
2012-06-27 16:00:00,10000.0
2012-06-27 17:00:00,10211.0
2012-06-27 18:00:00,10268.0
2012-06-27 19:00:00,10268.0
2012-06-27 20:00:00,10063.0
2012-06-27 21:00:00,9763.0
2012-06-27 22:00:00,9636.0
2012-06-27 23:00:00,9129.0
2012-06-27 00:00:00,7407.0
