Datetime,FE_MW
2012-12-11 01:00:00,7263.0
2012-12-11 02:00:00,7059.0
2012-12-11 03:00:00,6903.0
2012-12-11 04:00:00,6890.0
2012-12-11 05:00:00,7049.0
2012-12-11 06:00:00,7463.0
2012-12-11 07:00:00,8237.0
2012-12-11 08:00:00,8810.0
2012-12-11 09:00:00,8795.0
2012-12-11 10:00:00,8766.0
2012-12-11 11:00:00,8748.0
2012-12-11 12:00:00,8759.0
2012-12-11 13:00:00,8736.0
2012-12-11 14:00:00,8761.0
2012-12-11 15:00:00,8738.0
2012-12-11 16:00:00,8744.0
2012-12-11 17:00:00,8951.0
2012-12-11 18:00:00,9447.0
2012-12-11 19:00:00,9621.0
2012-12-11 20:00:00,9537.0
2012-12-11 21:00:00,9397.0
2012-12-11 22:00:00,9059.0
2012-12-11 23:00:00,8514.0
2012-12-11 00:00:00,7633.0
