Datetime,FE_MW
2013-06-02 01:00:00,6847.0
2013-06-02 02:00:00,6385.0
2013-06-02 03:00:00,6080.0
2013-06-02 04:00:00,5965.0
2013-06-02 05:00:00,5847.0
2013-06-02 06:00:00,5840.0
2013-06-02 07:00:00,5782.0
2013-06-02 08:00:00,6016.0
2013-06-02 09:00:00,6460.0
2013-06-02 10:00:00,6880.0
2013-06-02 11:00:00,7174.0
2013-06-02 12:00:00,7408.0
2013-06-02 13:00:00,7525.0
2013-06-02 14:00:00,7556.0
2013-06-02 15:00:00,7614.0
2013-06-02 16:00:00,7617.0
2013-06-02 17:00:00,7718.0
2013-06-02 18:00:00,7701.0
2013-06-02 19:00:00,7592.0
2013-06-02 20:00:00,7441.0
2013-06-02 21:00:00,7413.0
2013-06-02 22:00:00,7582.0
2013-06-02 23:00:00,7258.0
2013-06-02 00:00:00,7492.0
