Datetime,FE_MW
2017-01-06 01:00:00,8278.0
2017-01-06 02:00:00,8122.0
2017-01-06 03:00:00,8086.0
2017-01-06 04:00:00,8073.0
2017-01-06 05:00:00,8256.0
2017-01-06 06:00:00,8712.0
2017-01-06 07:00:00,9382.0
2017-01-06 08:00:00,9901.0
2017-01-06 09:00:00,9893.0
2017-01-06 10:00:00,9871.0
2017-01-06 11:00:00,9806.0
2017-01-06 12:00:00,9627.0
2017-01-06 13:00:00,9515.0
2017-01-06 14:00:00,9479.0
2017-01-06 15:00:00,9392.0
2017-01-06 16:00:00,9352.0
2017-01-06 17:00:00,9451.0
2017-01-06 18:00:00,9796.0
2017-01-06 19:00:00,9958.0
2017-01-06 20:00:00,9856.0
2017-01-06 21:00:00,9705.0
2017-01-06 22:00:00,9519.0
2017-01-06 23:00:00,9125.0
2017-01-06 00:00:00,8600.0
