Datetime,FE_MW
2012-01-19 01:00:00,7971.0
2012-01-19 02:00:00,7797.0
2012-01-19 03:00:00,7623.0
2012-01-19 04:00:00,7671.0
2012-01-19 05:00:00,7798.0
2012-01-19 06:00:00,8219.0
2012-01-19 07:00:00,9018.0
2012-01-19 08:00:00,9569.0
2012-01-19 09:00:00,9549.0
2012-01-19 10:00:00,9648.0
2012-01-19 11:00:00,9657.0
2012-01-19 12:00:00,9646.0
2012-01-19 13:00:00,9559.0
2012-01-19 14:00:00,9539.0
2012-01-19 15:00:00,9470.0
2012-01-19 16:00:00,9423.0
2012-01-19 17:00:00,9407.0
2012-01-19 18:00:00,9693.0
2012-01-19 19:00:00,9962.0
2012-01-19 20:00:00,9894.0
2012-01-19 21:00:00,9798.0
2012-01-19 22:00:00,9409.0
2012-01-19 23:00:00,8901.0
2012-01-19 00:00:00,8269.0
