Datetime,FE_MW
2013-08-31 01:00:00,7929.0
2013-08-31 02:00:00,7467.0
2013-08-31 03:00:00,7102.0
2013-08-31 04:00:00,6899.0
2013-08-31 05:00:00,6698.0
2013-08-31 06:00:00,6697.0
2013-08-31 07:00:00,6801.0
2013-08-31 08:00:00,6951.0
2013-08-31 09:00:00,7381.0
2013-08-31 10:00:00,7968.0
2013-08-31 11:00:00,8622.0
2013-08-31 12:00:00,9192.0
2013-08-31 13:00:00,9575.0
2013-08-31 14:00:00,9856.0
2013-08-31 15:00:00,10048.0
2013-08-31 16:00:00,10096.0
2013-08-31 17:00:00,10135.0
2013-08-31 18:00:00,10013.0
2013-08-31 19:00:00,9688.0
2013-08-31 20:00:00,9290.0
2013-08-31 21:00:00,9272.0
2013-08-31 22:00:00,8952.0
2013-08-31 23:00:00,8381.0
2013-08-31 00:00:00,8638.0
