Datetime,FE_MW
2013-05-21 01:00:00,7883.0
2013-05-21 02:00:00,7447.0
2013-05-21 03:00:00,7128.0
2013-05-21 04:00:00,6904.0
2013-05-21 05:00:00,6996.0
2013-05-21 06:00:00,7320.0
2013-05-21 07:00:00,7880.0
2013-05-21 08:00:00,8568.0
2013-05-21 09:00:00,9035.0
2013-05-21 10:00:00,9360.0
2013-05-21 11:00:00,9699.0
2013-05-21 12:00:00,9988.0
2013-05-21 13:00:00,10321.0
2013-05-21 14:00:00,10618.0
2013-05-21 15:00:00,10696.0
2013-05-21 16:00:00,10846.0
2013-05-21 17:00:00,10903.0
2013-05-21 18:00:00,10810.0
2013-05-21 19:00:00,10443.0
2013-05-21 20:00:00,10117.0
2013-05-21 21:00:00,9952.0
2013-05-21 22:00:00,9915.0
2013-05-21 23:00:00,9208.0
2013-05-21 00:00:00,8507.0
