Datetime,FE_MW
2015-06-17 01:00:00,7378.0
2015-06-17 02:00:00,6921.0
2015-06-17 03:00:00,6630.0
2015-06-17 04:00:00,6509.0
2015-06-17 05:00:00,6472.0
2015-06-17 06:00:00,6698.0
2015-06-17 07:00:00,7126.0
2015-06-17 08:00:00,7618.0
2015-06-17 09:00:00,7993.0
2015-06-17 10:00:00,8272.0
2015-06-17 11:00:00,8442.0
2015-06-17 12:00:00,8501.0
2015-06-17 13:00:00,8646.0
2015-06-17 14:00:00,8731.0
2015-06-17 15:00:00,8789.0
2015-06-17 16:00:00,8715.0
2015-06-17 17:00:00,8739.0
2015-06-17 18:00:00,8599.0
2015-06-17 19:00:00,8498.0
2015-06-17 20:00:00,8302.0
2015-06-17 21:00:00,8289.0
2015-06-17 22:00:00,8432.0
2015-06-17 23:00:00,8010.0
2015-06-17 00:00:00,7917.0
