Datetime,FE_MW
2014-07-18 01:00:00,6752.0
2014-07-18 02:00:00,6381.0
2014-07-18 03:00:00,6244.0
2014-07-18 04:00:00,6127.0
2014-07-18 05:00:00,6179.0
2014-07-18 06:00:00,6433.0
2014-07-18 07:00:00,6809.0
2014-07-18 08:00:00,7281.0
2014-07-18 09:00:00,7749.0
2014-07-18 10:00:00,8035.0
2014-07-18 11:00:00,8311.0
2014-07-18 12:00:00,8493.0
2014-07-18 13:00:00,8695.0
2014-07-18 14:00:00,8797.0
2014-07-18 15:00:00,8857.0
2014-07-18 16:00:00,8777.0
2014-07-18 17:00:00,8721.0
2014-07-18 18:00:00,8522.0
2014-07-18 19:00:00,8336.0
2014-07-18 20:00:00,8145.0
2014-07-18 21:00:00,8033.0
2014-07-18 22:00:00,8107.0
2014-07-18 23:00:00,7707.0
2014-07-18 00:00:00,7232.0
