Datetime,FE_MW
2018-06-10 01:00:00,6397.0
2018-06-10 02:00:00,6094.0
2018-06-10 03:00:00,5887.0
2018-06-10 04:00:00,5774.0
2018-06-10 05:00:00,5722.0
2018-06-10 06:00:00,5756.0
2018-06-10 07:00:00,5774.0
2018-06-10 08:00:00,5926.0
2018-06-10 09:00:00,6271.0
2018-06-10 10:00:00,6548.0
2018-06-10 11:00:00,6827.0
2018-06-10 12:00:00,6988.0
2018-06-10 13:00:00,7138.0
2018-06-10 14:00:00,7183.0
2018-06-10 15:00:00,7268.0
2018-06-10 16:00:00,7316.0
2018-06-10 17:00:00,7340.0
2018-06-10 18:00:00,7320.0
2018-06-10 19:00:00,7250.0
2018-06-10 20:00:00,7140.0
2018-06-10 21:00:00,7122.0
2018-06-10 22:00:00,7159.0
2018-06-10 23:00:00,6866.0
2018-06-10 00:00:00,6770.0
