Datetime,FE_MW
2012-01-06 01:00:00,7281.0
2012-01-06 02:00:00,7122.0
2012-01-06 03:00:00,6961.0
2012-01-06 04:00:00,6883.0
2012-01-06 05:00:00,7000.0
2012-01-06 06:00:00,7371.0
2012-01-06 07:00:00,8055.0
2012-01-06 08:00:00,8583.0
2012-01-06 09:00:00,8548.0
2012-01-06 10:00:00,8510.0
2012-01-06 11:00:00,8545.0
2012-01-06 12:00:00,8393.0
2012-01-06 13:00:00,8225.0
2012-01-06 14:00:00,8152.0
2012-01-06 15:00:00,7954.0
2012-01-06 16:00:00,7825.0
2012-01-06 17:00:00,7817.0
2012-01-06 18:00:00,8224.0
2012-01-06 19:00:00,8421.0
2012-01-06 20:00:00,8265.0
2012-01-06 21:00:00,8062.0
2012-01-06 22:00:00,7831.0
2012-01-06 23:00:00,7437.0
2012-01-06 00:00:00,7675.0
