Datetime,FE_MW
2013-10-04 01:00:00,6773.0
2013-10-04 02:00:00,6500.0
2013-10-04 03:00:00,6322.0
2013-10-04 04:00:00,6222.0
2013-10-04 05:00:00,6291.0
2013-10-04 06:00:00,6678.0
2013-10-04 07:00:00,7499.0
2013-10-04 08:00:00,7979.0
2013-10-04 09:00:00,8155.0
2013-10-04 10:00:00,8430.0
2013-10-04 11:00:00,8742.0
2013-10-04 12:00:00,8878.0
2013-10-04 13:00:00,9022.0
2013-10-04 14:00:00,9166.0
2013-10-04 15:00:00,9071.0
2013-10-04 16:00:00,8935.0
2013-10-04 17:00:00,8817.0
2013-10-04 18:00:00,8615.0
2013-10-04 19:00:00,8431.0
2013-10-04 20:00:00,8567.0
2013-10-04 21:00:00,8441.0
2013-10-04 22:00:00,8182.0
2013-10-04 23:00:00,7654.0
2013-10-04 00:00:00,7309.0
