Datetime,FE_MW
2012-06-30 01:00:00,7417.0
2012-06-30 02:00:00,6925.0
2012-06-30 03:00:00,6593.0
2012-06-30 04:00:00,6345.0
2012-06-30 05:00:00,6258.0
2012-06-30 06:00:00,6274.0
2012-06-30 07:00:00,6336.0
2012-06-30 08:00:00,6620.0
2012-06-30 09:00:00,6948.0
2012-06-30 10:00:00,7457.0
2012-06-30 11:00:00,7948.0
2012-06-30 12:00:00,8457.0
2012-06-30 13:00:00,8942.0
2012-06-30 14:00:00,9372.0
2012-06-30 15:00:00,9810.0
2012-06-30 16:00:00,10247.0
2012-06-30 17:00:00,10554.0
2012-06-30 18:00:00,10699.0
2012-06-30 19:00:00,10570.0
2012-06-30 20:00:00,10219.0
2012-06-30 21:00:00,9840.0
2012-06-30 22:00:00,9696.0
2012-06-30 23:00:00,9260.0
2012-06-30 00:00:00,8137.0
