Datetime,FE_MW
2013-02-22 01:00:00,8090.0
2013-02-22 02:00:00,7856.0
2013-02-22 03:00:00,7705.0
2013-02-22 04:00:00,7672.0
2013-02-22 05:00:00,7740.0
2013-02-22 06:00:00,8095.0
2013-02-22 07:00:00,8842.0
2013-02-22 08:00:00,9261.0
2013-02-22 09:00:00,9338.0
2013-02-22 10:00:00,9433.0
2013-02-22 11:00:00,9508.0
2013-02-22 12:00:00,9434.0
2013-02-22 13:00:00,9413.0
2013-02-22 14:00:00,9281.0
2013-02-22 15:00:00,8969.0
2013-02-22 16:00:00,8858.0
2013-02-22 17:00:00,8769.0
2013-02-22 18:00:00,8703.0
2013-02-22 19:00:00,8905.0
2013-02-22 20:00:00,8866.0
2013-02-22 21:00:00,8665.0
2013-02-22 22:00:00,8312.0
2013-02-22 23:00:00,7943.0
2013-02-22 00:00:00,8416.0
