Datetime,FE_MW
2015-11-06 01:00:00,6158.0
2015-11-06 02:00:00,5941.0
2015-11-06 03:00:00,5796.0
2015-11-06 04:00:00,5724.0
2015-11-06 05:00:00,5835.0
2015-11-06 06:00:00,6246.0
2015-11-06 07:00:00,6939.0
2015-11-06 08:00:00,7301.0
2015-11-06 09:00:00,7470.0
2015-11-06 10:00:00,7613.0
2015-11-06 11:00:00,7731.0
2015-11-06 12:00:00,7708.0
2015-11-06 13:00:00,7634.0
2015-11-06 14:00:00,7584.0
2015-11-06 15:00:00,7446.0
2015-11-06 16:00:00,7288.0
2015-11-06 17:00:00,7217.0
2015-11-06 18:00:00,7497.0
2015-11-06 19:00:00,7566.0
2015-11-06 20:00:00,7358.0
2015-11-06 21:00:00,7177.0
2015-11-06 22:00:00,6944.0
2015-11-06 23:00:00,6515.0
2015-11-06 00:00:00,6407.0
