Datetime,FE_MW
2014-05-30 01:00:00,6658.0
2014-05-30 02:00:00,6254.0
2014-05-30 03:00:00,6106.0
2014-05-30 04:00:00,6043.0
2014-05-30 05:00:00,6051.0
2014-05-30 06:00:00,6384.0
2014-05-30 07:00:00,6877.0
2014-05-30 08:00:00,7355.0
2014-05-30 09:00:00,7659.0
2014-05-30 10:00:00,8035.0
2014-05-30 11:00:00,8286.0
2014-05-30 12:00:00,8396.0
2014-05-30 13:00:00,8473.0
2014-05-30 14:00:00,8589.0
2014-05-30 15:00:00,8680.0
2014-05-30 16:00:00,8633.0
2014-05-30 17:00:00,8743.0
2014-05-30 18:00:00,8698.0
2014-05-30 19:00:00,8439.0
2014-05-30 20:00:00,8183.0
2014-05-30 21:00:00,7990.0
2014-05-30 22:00:00,7959.0
2014-05-30 23:00:00,7511.0
2014-05-30 00:00:00,7138.0
