Datetime,FE_MW
2014-09-27 01:00:00,6186.0
2014-09-27 02:00:00,5885.0
2014-09-27 03:00:00,5716.0
2014-09-27 04:00:00,5649.0
2014-09-27 05:00:00,5718.0
2014-09-27 06:00:00,5757.0
2014-09-27 07:00:00,5963.0
2014-09-27 08:00:00,6146.0
2014-09-27 09:00:00,6444.0
2014-09-27 10:00:00,6689.0
2014-09-27 11:00:00,6971.0
2014-09-27 12:00:00,7062.0
2014-09-27 13:00:00,7161.0
2014-09-27 14:00:00,7220.0
2014-09-27 15:00:00,7166.0
2014-09-27 16:00:00,7263.0
2014-09-27 17:00:00,7256.0
2014-09-27 18:00:00,7149.0
2014-09-27 19:00:00,7098.0
2014-09-27 20:00:00,7175.0
2014-09-27 21:00:00,7189.0
2014-09-27 22:00:00,6903.0
2014-09-27 23:00:00,6483.0
2014-09-27 00:00:00,6575.0
