Datetime,FE_MW
2018-01-07 01:00:00,8731.0
2018-01-07 02:00:00,8599.0
2018-01-07 03:00:00,8509.0
2018-01-07 04:00:00,8466.0
2018-01-07 05:00:00,8486.0
2018-01-07 06:00:00,8597.0
2018-01-07 07:00:00,8698.0
2018-01-07 08:00:00,8917.0
2018-01-07 09:00:00,8999.0
2018-01-07 10:00:00,9192.0
2018-01-07 11:00:00,9156.0
2018-01-07 12:00:00,9085.0
2018-01-07 13:00:00,9064.0
2018-01-07 14:00:00,9026.0
2018-01-07 15:00:00,8904.0
2018-01-07 16:00:00,8869.0
2018-01-07 17:00:00,9000.0
2018-01-07 18:00:00,9434.0
2018-01-07 19:00:00,9479.0
2018-01-07 20:00:00,9362.0
2018-01-07 21:00:00,9152.0
2018-01-07 22:00:00,8731.0
2018-01-07 23:00:00,8425.0
2018-01-07 00:00:00,9004.0
