Datetime,FE_MW
2017-01-12 01:00:00,6967.0
2017-01-12 02:00:00,6813.0
2017-01-12 03:00:00,6672.0
2017-01-12 04:00:00,6638.0
2017-01-12 05:00:00,6728.0
2017-01-12 06:00:00,7084.0
2017-01-12 07:00:00,7591.0
2017-01-12 08:00:00,8031.0
2017-01-12 09:00:00,8225.0
2017-01-12 10:00:00,8323.0
2017-01-12 11:00:00,8400.0
2017-01-12 12:00:00,8470.0
2017-01-12 13:00:00,8522.0
2017-01-12 14:00:00,8600.0
2017-01-12 15:00:00,8421.0
2017-01-12 16:00:00,8301.0
2017-01-12 17:00:00,8354.0
2017-01-12 18:00:00,8663.0
2017-01-12 19:00:00,8754.0
2017-01-12 20:00:00,8775.0
2017-01-12 21:00:00,8669.0
2017-01-12 22:00:00,8450.0
2017-01-12 23:00:00,8005.0
2017-01-12 00:00:00,7187.0
