Datetime,FE_MW
2017-06-02 01:00:00,6235.0
2017-06-02 02:00:00,5975.0
2017-06-02 03:00:00,5847.0
2017-06-02 04:00:00,5810.0
2017-06-02 05:00:00,5854.0
2017-06-02 06:00:00,6133.0
2017-06-02 07:00:00,6480.0
2017-06-02 08:00:00,7002.0
2017-06-02 09:00:00,7325.0
2017-06-02 10:00:00,7584.0
2017-06-02 11:00:00,7795.0
2017-06-02 12:00:00,7845.0
2017-06-02 13:00:00,7901.0
2017-06-02 14:00:00,8041.0
2017-06-02 15:00:00,8059.0
2017-06-02 16:00:00,8017.0
2017-06-02 17:00:00,8052.0
2017-06-02 18:00:00,7966.0
2017-06-02 19:00:00,7845.0
2017-06-02 20:00:00,7687.0
2017-06-02 21:00:00,7516.0
2017-06-02 22:00:00,7557.0
2017-06-02 23:00:00,7163.0
2017-06-02 00:00:00,6709.0
