Datetime,FE_MW
2011-09-04 01:00:00,7986.0
2011-09-04 02:00:00,7388.0
2011-09-04 03:00:00,7027.0
2011-09-04 04:00:00,6739.0
2011-09-04 05:00:00,6536.0
2011-09-04 06:00:00,6493.0
2011-09-04 07:00:00,6487.0
2011-09-04 08:00:00,6460.0
2011-09-04 09:00:00,6737.0
2011-09-04 10:00:00,7205.0
2011-09-04 11:00:00,7595.0
2011-09-04 12:00:00,7891.0
2011-09-04 13:00:00,8095.0
2011-09-04 14:00:00,8128.0
2011-09-04 15:00:00,8034.0
2011-09-04 16:00:00,7925.0
2011-09-04 17:00:00,7838.0
2011-09-04 18:00:00,7741.0
2011-09-04 19:00:00,7585.0
2011-09-04 20:00:00,7533.0
2011-09-04 21:00:00,7673.0
2011-09-04 22:00:00,7456.0
2011-09-04 23:00:00,7031.0
2011-09-04 00:00:00,8698.0
