Datetime,FE_MW
2015-06-21 01:00:00,6715.0
2015-06-21 02:00:00,6374.0
2015-06-21 03:00:00,6177.0
2015-06-21 04:00:00,6091.0
2015-06-21 05:00:00,5947.0
2015-06-21 06:00:00,5980.0
2015-06-21 07:00:00,5926.0
2015-06-21 08:00:00,6117.0
2015-06-21 09:00:00,6579.0
2015-06-21 10:00:00,7028.0
2015-06-21 11:00:00,7461.0
2015-06-21 12:00:00,7864.0
2015-06-21 13:00:00,8100.0
2015-06-21 14:00:00,8200.0
2015-06-21 15:00:00,8358.0
2015-06-21 16:00:00,8479.0
2015-06-21 17:00:00,8622.0
2015-06-21 18:00:00,8768.0
2015-06-21 19:00:00,8808.0
2015-06-21 20:00:00,8768.0
2015-06-21 21:00:00,8555.0
2015-06-21 22:00:00,8605.0
2015-06-21 23:00:00,8378.0
2015-06-21 00:00:00,7171.0
