Datetime,FE_MW
2012-12-13 01:00:00,7502.0
2012-12-13 02:00:00,7342.0
2012-12-13 03:00:00,7210.0
2012-12-13 04:00:00,7186.0
2012-12-13 05:00:00,7374.0
2012-12-13 06:00:00,7793.0
2012-12-13 07:00:00,8567.0
2012-12-13 08:00:00,9080.0
2012-12-13 09:00:00,8984.0
2012-12-13 10:00:00,8913.0
2012-12-13 11:00:00,8794.0
2012-12-13 12:00:00,8660.0
2012-12-13 13:00:00,8471.0
2012-12-13 14:00:00,8439.0
2012-12-13 15:00:00,8183.0
2012-12-13 16:00:00,8037.0
2012-12-13 17:00:00,8199.0
2012-12-13 18:00:00,8967.0
2012-12-13 19:00:00,9196.0
2012-12-13 20:00:00,9194.0
2012-12-13 21:00:00,9175.0
2012-12-13 22:00:00,8940.0
2012-12-13 23:00:00,8376.0
2012-12-13 00:00:00,7929.0
