Datetime,FE_MW
2011-07-30 01:00:00,8064.0
2011-07-30 02:00:00,7575.0
2011-07-30 03:00:00,7258.0
2011-07-30 04:00:00,6950.0
2011-07-30 05:00:00,6786.0
2011-07-30 06:00:00,6891.0
2011-07-30 07:00:00,6895.0
2011-07-30 08:00:00,7185.0
2011-07-30 09:00:00,7940.0
2011-07-30 10:00:00,8643.0
2011-07-30 11:00:00,9322.0
2011-07-30 12:00:00,9895.0
2011-07-30 13:00:00,10249.0
2011-07-30 14:00:00,10509.0
2011-07-30 15:00:00,10626.0
2011-07-30 16:00:00,10799.0
2011-07-30 17:00:00,10928.0
2011-07-30 18:00:00,10905.0
2011-07-30 19:00:00,10701.0
2011-07-30 20:00:00,10255.0
2011-07-30 21:00:00,9721.0
2011-07-30 22:00:00,9510.0
2011-07-30 23:00:00,8853.0
2011-07-30 00:00:00,8730.0
