Datetime,FE_MW
2015-02-15 01:00:00,8551.0
2015-02-15 02:00:00,8401.0
2015-02-15 03:00:00,8273.0
2015-02-15 04:00:00,8312.0
2015-02-15 05:00:00,8348.0
2015-02-15 06:00:00,8447.0
2015-02-15 07:00:00,8594.0
2015-02-15 08:00:00,8731.0
2015-02-15 09:00:00,8952.0
2015-02-15 10:00:00,9155.0
2015-02-15 11:00:00,9124.0
2015-02-15 12:00:00,9179.0
2015-02-15 13:00:00,9131.0
2015-02-15 14:00:00,8977.0
2015-02-15 15:00:00,8902.0
2015-02-15 16:00:00,8901.0
2015-02-15 17:00:00,8967.0
2015-02-15 18:00:00,9279.0
2015-02-15 19:00:00,9836.0
2015-02-15 20:00:00,9906.0
2015-02-15 21:00:00,9899.0
2015-02-15 22:00:00,9686.0
2015-02-15 23:00:00,9412.0
2015-02-15 00:00:00,8813.0
