Datetime,FE_MW
2013-05-19 01:00:00,5948.0
2013-05-19 02:00:00,5602.0
2013-05-19 03:00:00,5458.0
2013-05-19 04:00:00,5362.0
2013-05-19 05:00:00,5343.0
2013-05-19 06:00:00,5384.0
2013-05-19 07:00:00,5246.0
2013-05-19 08:00:00,5562.0
2013-05-19 09:00:00,5972.0
2013-05-19 10:00:00,6353.0
2013-05-19 11:00:00,6680.0
2013-05-19 12:00:00,7039.0
2013-05-19 13:00:00,7280.0
2013-05-19 14:00:00,7453.0
2013-05-19 15:00:00,7557.0
2013-05-19 16:00:00,7642.0
2013-05-19 17:00:00,7803.0
2013-05-19 18:00:00,7867.0
2013-05-19 19:00:00,7874.0
2013-05-19 20:00:00,7817.0
2013-05-19 21:00:00,7850.0
2013-05-19 22:00:00,8050.0
2013-05-19 23:00:00,7674.0
2013-05-19 00:00:00,6389.0
