Datetime,FE_MW
2012-06-03 01:00:00,5651.0
2012-06-03 02:00:00,5395.0
2012-06-03 03:00:00,5192.0
2012-06-03 04:00:00,5112.0
2012-06-03 05:00:00,5077.0
2012-06-03 06:00:00,5090.0
2012-06-03 07:00:00,4994.0
2012-06-03 08:00:00,5291.0
2012-06-03 09:00:00,5660.0
2012-06-03 10:00:00,5942.0
2012-06-03 11:00:00,6222.0
2012-06-03 12:00:00,6392.0
2012-06-03 13:00:00,6549.0
2012-06-03 14:00:00,6616.0
2012-06-03 15:00:00,6682.0
2012-06-03 16:00:00,6688.0
2012-06-03 17:00:00,6751.0
2012-06-03 18:00:00,6816.0
2012-06-03 19:00:00,6788.0
2012-06-03 20:00:00,6753.0
2012-06-03 21:00:00,6817.0
2012-06-03 22:00:00,7086.0
2012-06-03 23:00:00,6854.0
2012-06-03 00:00:00,6007.0
