Datetime,FE_MW
2015-01-29 01:00:00,8051.0
2015-01-29 02:00:00,7874.0
2015-01-29 03:00:00,7851.0
2015-01-29 04:00:00,7781.0
2015-01-29 05:00:00,7879.0
2015-01-29 06:00:00,8239.0
2015-01-29 07:00:00,8838.0
2015-01-29 08:00:00,9358.0
2015-01-29 09:00:00,9356.0
2015-01-29 10:00:00,9403.0
2015-01-29 11:00:00,9456.0
2015-01-29 12:00:00,9446.0
2015-01-29 13:00:00,9331.0
2015-01-29 14:00:00,9242.0
2015-01-29 15:00:00,9158.0
2015-01-29 16:00:00,9087.0
2015-01-29 17:00:00,9101.0
2015-01-29 18:00:00,9224.0
2015-01-29 19:00:00,9544.0
2015-01-29 20:00:00,9464.0
2015-01-29 21:00:00,9281.0
2015-01-29 22:00:00,8921.0
2015-01-29 23:00:00,8400.0
2015-01-29 00:00:00,8270.0
