Datetime,FE_MW
2016-11-15 01:00:00,6556.0
2016-11-15 02:00:00,6435.0
2016-11-15 03:00:00,6386.0
2016-11-15 04:00:00,6396.0
2016-11-15 05:00:00,6493.0
2016-11-15 06:00:00,6830.0
2016-11-15 07:00:00,7608.0
2016-11-15 08:00:00,8020.0
2016-11-15 09:00:00,8039.0
2016-11-15 10:00:00,7982.0
2016-11-15 11:00:00,7872.0
2016-11-15 12:00:00,7822.0
2016-11-15 13:00:00,7739.0
2016-11-15 14:00:00,7720.0
2016-11-15 15:00:00,7613.0
2016-11-15 16:00:00,7468.0
2016-11-15 17:00:00,7546.0
2016-11-15 18:00:00,7930.0
2016-11-15 19:00:00,8038.0
2016-11-15 20:00:00,8014.0
2016-11-15 21:00:00,7833.0
2016-11-15 22:00:00,7589.0
2016-11-15 23:00:00,7106.0
2016-11-15 00:00:00,6808.0
