Datetime,FE_MW
2018-07-13 01:00:00,7282.0
2018-07-13 02:00:00,6893.0
2018-07-13 03:00:00,6584.0
2018-07-13 04:00:00,6491.0
2018-07-13 05:00:00,6467.0
2018-07-13 06:00:00,6683.0
2018-07-13 07:00:00,7063.0
2018-07-13 08:00:00,7574.0
2018-07-13 09:00:00,8084.0
2018-07-13 10:00:00,8695.0
2018-07-13 11:00:00,9267.0
2018-07-13 12:00:00,9776.0
2018-07-13 13:00:00,10266.0
2018-07-13 14:00:00,10846.0
2018-07-13 15:00:00,11184.0
2018-07-13 16:00:00,11420.0
2018-07-13 17:00:00,11638.0
2018-07-13 18:00:00,11521.0
2018-07-13 19:00:00,11361.0
2018-07-13 20:00:00,10976.0
2018-07-13 21:00:00,10468.0
2018-07-13 22:00:00,10067.0
2018-07-13 23:00:00,9503.0
2018-07-13 00:00:00,7844.0
