Datetime,FE_MW
2017-07-24 01:00:00,7495.0
2017-07-24 02:00:00,7104.0
2017-07-24 03:00:00,6858.0
2017-07-24 04:00:00,6743.0
2017-07-24 05:00:00,6771.0
2017-07-24 06:00:00,7053.0
2017-07-24 07:00:00,7521.0
2017-07-24 08:00:00,7982.0
2017-07-24 09:00:00,8363.0
2017-07-24 10:00:00,8661.0
2017-07-24 11:00:00,8932.0
2017-07-24 12:00:00,9100.0
2017-07-24 13:00:00,9237.0
2017-07-24 14:00:00,9384.0
2017-07-24 15:00:00,9340.0
2017-07-24 16:00:00,9174.0
2017-07-24 17:00:00,9007.0
2017-07-24 18:00:00,8829.0
2017-07-24 19:00:00,8608.0
2017-07-24 20:00:00,8386.0
2017-07-24 21:00:00,8195.0
2017-07-24 22:00:00,8162.0
2017-07-24 23:00:00,7678.0
2017-07-24 00:00:00,8022.0
