Datetime,FE_MW
2014-02-26 01:00:00,8419.0
2014-02-26 02:00:00,8308.0
2014-02-26 03:00:00,8318.0
2014-02-26 04:00:00,8317.0
2014-02-26 05:00:00,8514.0
2014-02-26 06:00:00,8837.0
2014-02-26 07:00:00,9614.0
2014-02-26 08:00:00,10123.0
2014-02-26 09:00:00,10218.0
2014-02-26 10:00:00,10203.0
2014-02-26 11:00:00,10299.0
2014-02-26 12:00:00,10260.0
2014-02-26 13:00:00,10040.0
2014-02-26 14:00:00,9806.0
2014-02-26 15:00:00,9538.0
2014-02-26 16:00:00,9509.0
2014-02-26 17:00:00,9500.0
2014-02-26 18:00:00,9593.0
2014-02-26 19:00:00,10097.0
2014-02-26 20:00:00,10385.0
2014-02-26 21:00:00,10260.0
2014-02-26 22:00:00,9916.0
2014-02-26 23:00:00,9425.0
2014-02-26 00:00:00,8703.0
