Datetime,FE_MW
2015-03-26 01:00:00,6785.0
2015-03-26 02:00:00,6659.0
2015-03-26 03:00:00,6532.0
2015-03-26 04:00:00,6528.0
2015-03-26 05:00:00,6627.0
2015-03-26 06:00:00,7057.0
2015-03-26 07:00:00,7770.0
2015-03-26 08:00:00,8376.0
2015-03-26 09:00:00,8407.0
2015-03-26 10:00:00,8357.0
2015-03-26 11:00:00,8500.0
2015-03-26 12:00:00,8449.0
2015-03-26 13:00:00,8403.0
2015-03-26 14:00:00,8417.0
2015-03-26 15:00:00,8368.0
2015-03-26 16:00:00,8269.0
2015-03-26 17:00:00,8353.0
2015-03-26 18:00:00,8253.0
2015-03-26 19:00:00,8237.0
2015-03-26 20:00:00,8354.0
2015-03-26 21:00:00,8488.0
2015-03-26 22:00:00,8296.0
2015-03-26 23:00:00,7879.0
2015-03-26 00:00:00,7097.0
