Datetime,FE_MW
2013-11-05 01:00:00,6605.0
2013-11-05 02:00:00,6382.0
2013-11-05 03:00:00,6298.0
2013-11-05 04:00:00,6282.0
2013-11-05 05:00:00,6404.0
2013-11-05 06:00:00,6776.0
2013-11-05 07:00:00,7515.0
2013-11-05 08:00:00,7817.0
2013-11-05 09:00:00,7866.0
2013-11-05 10:00:00,7929.0
2013-11-05 11:00:00,7984.0
2013-11-05 12:00:00,7919.0
2013-11-05 13:00:00,7855.0
2013-11-05 14:00:00,7836.0
2013-11-05 15:00:00,7777.0
2013-11-05 16:00:00,7633.0
2013-11-05 17:00:00,7617.0
2013-11-05 18:00:00,8055.0
2013-11-05 19:00:00,8202.0
2013-11-05 20:00:00,8113.0
2013-11-05 21:00:00,7928.0
2013-11-05 22:00:00,7520.0
2013-11-05 23:00:00,6980.0
2013-11-05 00:00:00,6937.0
