Datetime,FE_MW
2013-09-05 01:00:00,6868.0
2013-09-05 02:00:00,6516.0
2013-09-05 03:00:00,6454.0
2013-09-05 04:00:00,6378.0
2013-09-05 05:00:00,6434.0
2013-09-05 06:00:00,6783.0
2013-09-05 07:00:00,7463.0
2013-09-05 08:00:00,7826.0
2013-09-05 09:00:00,8043.0
2013-09-05 10:00:00,8216.0
2013-09-05 11:00:00,8420.0
2013-09-05 12:00:00,8554.0
2013-09-05 13:00:00,8712.0
2013-09-05 14:00:00,8829.0
2013-09-05 15:00:00,8823.0
2013-09-05 16:00:00,8765.0
2013-09-05 17:00:00,8673.0
2013-09-05 18:00:00,8528.0
2013-09-05 19:00:00,8296.0
2013-09-05 20:00:00,8080.0
2013-09-05 21:00:00,8359.0
2013-09-05 22:00:00,8026.0
2013-09-05 23:00:00,7399.0
2013-09-05 00:00:00,7324.0
