Datetime,FE_MW
2011-07-14 01:00:00,7188.0
2011-07-14 02:00:00,6751.0
2011-07-14 03:00:00,6582.0
2011-07-14 04:00:00,6429.0
2011-07-14 05:00:00,6410.0
2011-07-14 06:00:00,6623.0
2011-07-14 07:00:00,7046.0
2011-07-14 08:00:00,7564.0
2011-07-14 09:00:00,8109.0
2011-07-14 10:00:00,8546.0
2011-07-14 11:00:00,8903.0
2011-07-14 12:00:00,9268.0
2011-07-14 13:00:00,9501.0
2011-07-14 14:00:00,9778.0
2011-07-14 15:00:00,10019.0
2011-07-14 16:00:00,10036.0
2011-07-14 17:00:00,10075.0
2011-07-14 18:00:00,10064.0
2011-07-14 19:00:00,9812.0
2011-07-14 20:00:00,9431.0
2011-07-14 21:00:00,9148.0
2011-07-14 22:00:00,9068.0
2011-07-14 23:00:00,8581.0
2011-07-14 00:00:00,7826.0
