Datetime,AEP_MW
2005-12-21 01:00:00,18147.0
2005-12-21 02:00:00,17825.0
2005-12-21 03:00:00,17673.0
2005-12-21 04:00:00,17820.0
2005-12-21 05:00:00,18058.0
2005-12-21 06:00:00,18950.0
2005-12-21 07:00:00,20429.0
2005-12-21 08:00:00,21319.0
2005-12-21 09:00:00,21272.0
2005-12-21 10:00:00,21022.0
2005-12-21 11:00:00,20568.0
2005-12-21 12:00:00,19824.0
2005-12-21 13:00:00,19256.0
2005-12-21 14:00:00,18901.0
2005-12-21 15:00:00,18611.0
2005-12-21 16:00:00,18507.0
2005-12-21 17:00:00,18915.0
2005-12-21 18:00:00,20210.0
2005-12-21 19:00:00,20916.0
2005-12-21 20:00:00,20916.0
2005-12-21 21:00:00,20910.0
2005-12-21 22:00:00,20719.0
2005-12-21 23:00:00,19880.0
2005-12-21 00:00:00,18936.0
