Datetime,DUQ_MW
2009-11-28 01:00:00,1324.0
2009-11-28 02:00:00,1285.0
2009-11-28 03:00:00,1259.0
2009-11-28 04:00:00,1244.0
2009-11-28 05:00:00,1232.0
2009-11-28 06:00:00,1263.0
2009-11-28 07:00:00,1316.0
2009-11-28 08:00:00,1381.0
2009-11-28 09:00:00,1451.0
2009-11-28 10:00:00,1486.0
2009-11-28 11:00:00,1494.0
2009-11-28 12:00:00,1476.0
2009-11-28 13:00:00,1449.0
2009-11-28 14:00:00,1429.0
2009-11-28 15:00:00,1414.0
2009-11-28 16:00:00,1401.0
2009-11-28 17:00:00,1437.0
2009-11-28 18:00:00,1556.0
2009-11-28 19:00:00,1588.0
2009-11-28 20:00:00,1579.0
2009-11-28 21:00:00,1568.0
2009-11-28 22:00:00,1532.0
2009-11-28 23:00:00,1451.0
2009-11-28 00:00:00,1401.0
