Datetime,DUQ_MW
2015-05-28 01:00:00,1559.0
2015-05-28 02:00:00,1487.0
2015-05-28 03:00:00,1422.0
2015-05-28 04:00:00,1379.0
2015-05-28 05:00:00,1393.0
2015-05-28 06:00:00,1446.0
2015-05-28 07:00:00,1548.0
2015-05-28 08:00:00,1672.0
2015-05-28 09:00:00,1763.0
2015-05-28 10:00:00,1874.0
2015-05-28 11:00:00,1962.0
2015-05-28 12:00:00,2031.0
2015-05-28 13:00:00,2071.0
2015-05-28 14:00:00,2106.0
2015-05-28 15:00:00,2145.0
2015-05-28 16:00:00,2183.0
2015-05-28 17:00:00,2227.0
2015-05-28 18:00:00,2232.0
2015-05-28 19:00:00,2176.0
2015-05-28 20:00:00,2113.0
2015-05-28 21:00:00,2014.0
2015-05-28 22:00:00,1954.0
2015-05-28 23:00:00,1798.0
2015-05-28 00:00:00,1697.0
