Datetime,DUQ_MW
2015-05-12 01:00:00,1583.0
2015-05-12 02:00:00,1494.0
2015-05-12 03:00:00,1455.0
2015-05-12 04:00:00,1415.0
2015-05-12 05:00:00,1411.0
2015-05-12 06:00:00,1481.0
2015-05-12 07:00:00,1589.0
2015-05-12 08:00:00,1696.0
2015-05-12 09:00:00,1760.0
2015-05-12 10:00:00,1832.0
2015-05-12 11:00:00,1860.0
2015-05-12 12:00:00,1883.0
2015-05-12 13:00:00,1896.0
2015-05-12 14:00:00,1907.0
2015-05-12 15:00:00,1896.0
2015-05-12 16:00:00,1874.0
2015-05-12 17:00:00,1856.0
2015-05-12 18:00:00,1801.0
2015-05-12 19:00:00,1711.0
2015-05-12 20:00:00,1643.0
2015-05-12 21:00:00,1624.0
2015-05-12 22:00:00,1597.0
2015-05-12 23:00:00,1473.0
2015-05-12 00:00:00,1722.0
