Datetime,DUQ_MW
2009-01-12 01:00:00,1510.0
2009-01-12 02:00:00,1475.0
2009-01-12 03:00:00,1456.0
2009-01-12 04:00:00,1460.0
2009-01-12 05:00:00,1479.0
2009-01-12 06:00:00,1563.0
2009-01-12 07:00:00,1706.0
2009-01-12 08:00:00,1833.0
2009-01-12 09:00:00,1854.0
2009-01-12 10:00:00,1871.0
2009-01-12 11:00:00,1890.0
2009-01-12 12:00:00,1906.0
2009-01-12 13:00:00,1901.0
2009-01-12 14:00:00,1892.0
2009-01-12 15:00:00,1889.0
2009-01-12 16:00:00,1900.0
2009-01-12 17:00:00,1925.0
2009-01-12 18:00:00,2026.0
2009-01-12 19:00:00,2039.0
2009-01-12 20:00:00,2009.0
2009-01-12 21:00:00,1944.0
2009-01-12 22:00:00,1895.0
2009-01-12 23:00:00,1756.0
2009-01-12 00:00:00,1580.0
