Datetime,DUQ_MW
2010-02-11 01:00:00,1618.0
2010-02-11 02:00:00,1537.0
2010-02-11 03:00:00,1550.0
2010-02-11 04:00:00,1562.0
2010-02-11 05:00:00,1599.0
2010-02-11 06:00:00,1646.0
2010-02-11 07:00:00,1759.0
2010-02-11 08:00:00,1828.0
2010-02-11 09:00:00,1860.0
2010-02-11 10:00:00,1904.0
2010-02-11 11:00:00,1943.0
2010-02-11 12:00:00,1950.0
2010-02-11 13:00:00,1939.0
2010-02-11 14:00:00,1941.0
2010-02-11 15:00:00,1890.0
2010-02-11 16:00:00,1903.0
2010-02-11 17:00:00,1876.0
2010-02-11 18:00:00,1907.0
2010-02-11 19:00:00,1970.0
2010-02-11 20:00:00,1954.0
2010-02-11 21:00:00,1921.0
2010-02-11 22:00:00,1880.0
2010-02-11 23:00:00,1768.0
2010-02-11 00:00:00,1647.0
