Datetime,DUQ_MW
2013-12-09 01:00:00,1577.0
2013-12-09 02:00:00,1523.0
2013-12-09 03:00:00,1487.0
2013-12-09 04:00:00,1496.0
2013-12-09 05:00:00,1517.0
2013-12-09 06:00:00,1568.0
2013-12-09 07:00:00,1699.0
2013-12-09 08:00:00,1759.0
2013-12-09 09:00:00,1799.0
2013-12-09 10:00:00,1856.0
2013-12-09 11:00:00,1863.0
2013-12-09 12:00:00,1877.0
2013-12-09 13:00:00,1865.0
2013-12-09 14:00:00,1879.0
2013-12-09 15:00:00,1865.0
2013-12-09 16:00:00,1893.0
2013-12-09 17:00:00,1921.0
2013-12-09 18:00:00,2035.0
2013-12-09 19:00:00,2015.0
2013-12-09 20:00:00,1987.0
2013-12-09 21:00:00,1991.0
2013-12-09 22:00:00,1904.0
2013-12-09 23:00:00,1798.0
2013-12-09 00:00:00,1661.0
