Datetime,DUQ_MW
2009-02-14 01:00:00,1453.0
2009-02-14 02:00:00,1417.0
2009-02-14 03:00:00,1392.0
2009-02-14 04:00:00,1374.0
2009-02-14 05:00:00,1376.0
2009-02-14 06:00:00,1406.0
2009-02-14 07:00:00,1439.0
2009-02-14 08:00:00,1474.0
2009-02-14 09:00:00,1530.0
2009-02-14 10:00:00,1574.0
2009-02-14 11:00:00,1608.0
2009-02-14 12:00:00,1610.0
2009-02-14 13:00:00,1606.0
2009-02-14 14:00:00,1594.0
2009-02-14 15:00:00,1579.0
2009-02-14 16:00:00,1585.0
2009-02-14 17:00:00,1588.0
2009-02-14 18:00:00,1601.0
2009-02-14 19:00:00,1679.0
2009-02-14 20:00:00,1677.0
2009-02-14 21:00:00,1657.0
2009-02-14 22:00:00,1614.0
2009-02-14 23:00:00,1547.0
2009-02-14 00:00:00,1521.0
