Datetime,DUQ_MW
2017-06-19 01:00:00,1602.0
2017-06-19 02:00:00,1518.0
2017-06-19 03:00:00,1476.0
2017-06-19 04:00:00,1451.0
2017-06-19 05:00:00,1465.0
2017-06-19 06:00:00,1540.0
2017-06-19 07:00:00,1611.0
2017-06-19 08:00:00,1647.0
2017-06-19 09:00:00,1690.0
2017-06-19 10:00:00,1734.0
2017-06-19 11:00:00,1796.0
2017-06-19 12:00:00,1846.0
2017-06-19 13:00:00,1894.0
2017-06-19 14:00:00,1983.0
2017-06-19 15:00:00,2043.0
2017-06-19 16:00:00,2063.0
2017-06-19 17:00:00,2097.0
2017-06-19 18:00:00,2100.0
2017-06-19 19:00:00,2039.0
2017-06-19 20:00:00,1898.0
2017-06-19 21:00:00,1795.0
2017-06-19 22:00:00,1737.0
2017-06-19 23:00:00,1618.0
2017-06-19 00:00:00,1696.0
