Datetime,DUQ_MW
2017-03-23 01:00:00,1405.0
2017-03-23 02:00:00,1385.0
2017-03-23 03:00:00,1374.0
2017-03-23 04:00:00,1382.0
2017-03-23 05:00:00,1414.0
2017-03-23 06:00:00,1505.0
2017-03-23 07:00:00,1641.0
2017-03-23 08:00:00,1729.0
2017-03-23 09:00:00,1734.0
2017-03-23 10:00:00,1709.0
2017-03-23 11:00:00,1705.0
2017-03-23 12:00:00,1675.0
2017-03-23 13:00:00,1660.0
2017-03-23 14:00:00,1623.0
2017-03-23 15:00:00,1598.0
2017-03-23 16:00:00,1568.0
2017-03-23 17:00:00,1545.0
2017-03-23 18:00:00,1515.0
2017-03-23 19:00:00,1496.0
2017-03-23 20:00:00,1542.0
2017-03-23 21:00:00,1583.0
2017-03-23 22:00:00,1542.0
2017-03-23 23:00:00,1450.0
2017-03-23 00:00:00,1455.0
