Datetime,DUQ_MW
2005-08-08 01:00:00,1795.0
2005-08-08 02:00:00,1728.0
2005-08-08 03:00:00,1677.0
2005-08-08 04:00:00,1625.0
2005-08-08 05:00:00,1638.0
2005-08-08 06:00:00,1686.0
2005-08-08 07:00:00,1787.0
2005-08-08 08:00:00,1870.0
2005-08-08 09:00:00,1942.0
2005-08-08 10:00:00,1978.0
2005-08-08 11:00:00,2013.0
2005-08-08 12:00:00,2036.0
2005-08-08 13:00:00,2072.0
2005-08-08 14:00:00,2116.0
2005-08-08 15:00:00,2135.0
2005-08-08 16:00:00,2149.0
2005-08-08 17:00:00,2146.0
2005-08-08 18:00:00,2136.0
2005-08-08 19:00:00,2103.0
2005-08-08 20:00:00,2045.0
2005-08-08 21:00:00,2032.0
2005-08-08 22:00:00,2028.0
2005-08-08 23:00:00,1894.0
2005-08-08 00:00:00,1922.0
