Datetime,DUQ_MW
2007-07-26 01:00:00,1586.0
2007-07-26 02:00:00,1499.0
2007-07-26 03:00:00,1447.0
2007-07-26 04:00:00,1440.0
2007-07-26 05:00:00,1429.0
2007-07-26 06:00:00,1482.0
2007-07-26 07:00:00,1583.0
2007-07-26 08:00:00,1710.0
2007-07-26 09:00:00,1835.0
2007-07-26 10:00:00,1933.0
2007-07-26 11:00:00,2041.0
2007-07-26 12:00:00,2138.0
2007-07-26 13:00:00,2197.0
2007-07-26 14:00:00,2258.0
2007-07-26 15:00:00,2301.0
2007-07-26 16:00:00,2343.0
2007-07-26 17:00:00,2374.0
2007-07-26 18:00:00,2332.0
2007-07-26 19:00:00,2248.0
2007-07-26 20:00:00,2147.0
2007-07-26 21:00:00,2090.0
2007-07-26 22:00:00,2072.0
2007-07-26 23:00:00,1948.0
2007-07-26 00:00:00,1701.0
