Datetime,DUQ_MW
2010-09-20 01:00:00,1330.0
2010-09-20 02:00:00,1276.0
2010-09-20 03:00:00,1240.0
2010-09-20 04:00:00,1223.0
2010-09-20 05:00:00,1256.0
2010-09-20 06:00:00,1331.0
2010-09-20 07:00:00,1462.0
2010-09-20 08:00:00,1542.0
2010-09-20 09:00:00,1612.0
2010-09-20 10:00:00,1661.0
2010-09-20 11:00:00,1725.0
2010-09-20 12:00:00,1757.0
2010-09-20 13:00:00,1791.0
2010-09-20 14:00:00,1793.0
2010-09-20 15:00:00,1827.0
2010-09-20 16:00:00,1807.0
2010-09-20 17:00:00,1824.0
2010-09-20 18:00:00,1796.0
2010-09-20 19:00:00,1731.0
2010-09-20 20:00:00,1726.0
2010-09-20 21:00:00,1739.0
2010-09-20 22:00:00,1654.0
2010-09-20 23:00:00,1532.0
2010-09-20 00:00:00,1418.0
