Datetime,DUQ_MW
2007-06-13 01:00:00,1653.0
2007-06-13 02:00:00,1550.0
2007-06-13 03:00:00,1489.0
2007-06-13 04:00:00,1447.0
2007-06-13 05:00:00,1436.0
2007-06-13 06:00:00,1506.0
2007-06-13 07:00:00,1596.0
2007-06-13 08:00:00,1724.0
2007-06-13 09:00:00,1847.0
2007-06-13 10:00:00,1992.0
2007-06-13 11:00:00,2075.0
2007-06-13 12:00:00,2194.0
2007-06-13 13:00:00,2282.0
2007-06-13 14:00:00,2357.0
2007-06-13 15:00:00,2385.0
2007-06-13 16:00:00,2449.0
2007-06-13 17:00:00,2445.0
2007-06-13 18:00:00,2273.0
2007-06-13 19:00:00,2089.0
2007-06-13 20:00:00,1988.0
2007-06-13 21:00:00,1918.0
2007-06-13 22:00:00,1888.0
2007-06-13 23:00:00,1757.0
2007-06-13 00:00:00,1826.0
